,user_id,tweets_count,has_name,has_image,has_address,has_bio,profile_has_url,present_in_list,mean_followers_count,mean_friends_count,label
48,22203964,3094,1,1,1,1,1,1,7,29,1
49,22508731,608,1,1,1,1,0,1,11,9,1
50,22627606,654,1,1,1,1,1,0,35,0,1
51,22985259,3069,1,1,1,1,0,1,28,423,1
52,23748269,2258,1,1,1,1,0,1,43,21,1
53,23847948,3238,1,1,1,1,1,1,40,124,1
54,24352106,278,1,1,1,1,0,0,35,0,1
55,24510304,492,1,1,1,1,1,0,48,0,1
56,25442408,1004,1,1,1,1,1,1,12,37,1
57,25911628,1697,1,1,1,1,1,1,10,17,1
58,26232444,102,1,1,1,1,0,0,35,12339,1
59,26771352,189,1,1,0,1,0,0,91,4935,1
60,27241975,3203,1,1,1,1,0,1,20,0,1
61,27422705,1565,1,1,1,1,0,1,36,21,1
62,27636956,1654,1,1,1,1,0,1,32,3,1
63,27887098,962,1,1,1,1,1,1,51,0,1
64,28313453,3194,1,1,1,1,1,1,7,0,1
65,28342883,3192,1,1,1,1,1,1,28,103,1
66,28363979,74,1,1,1,1,0,0,55,0,1
67,28845598,2931,1,1,1,1,1,1,11,0,1
68,29500667,3213,1,1,1,1,0,1,41,2296,1
69,29510629,947,1,1,1,1,0,0,65,2569,1
70,29646177,3245,1,1,1,1,0,1,18,53,1
71,30062603,384,1,1,1,1,0,1,62,44,1
72,31102741,3195,1,1,1,1,0,1,34,489,1
73,31162918,510,1,1,1,1,1,1,18,83,1
74,32025215,3138,1,1,1,1,0,1,21,1199,1
75,32130104,3132,1,1,1,1,1,1,15,4,1
76,32204918,343,1,1,1,1,0,1,51,666,1
77,33950570,480,1,1,1,1,0,0,19,0,1
78,34355343,2159,1,1,1,1,0,0,62,3,1
79,34897604,108,1,1,1,1,0,0,20,0,1
80,35737313,463,1,1,0,1,0,0,54,237,1
81,36190135,2047,1,1,0,1,0,0,32,51,1
82,36381609,1801,1,1,1,1,1,1,18,133,1
83,36727238,740,1,1,1,1,1,1,57,0,1
84,37539436,2988,1,1,1,1,1,1,15,81,1
85,37733715,3173,1,1,1,1,1,1,23,0,1
86,37889070,3198,1,1,0,1,0,1,22,64,1
87,37922072,3146,1,1,1,1,1,1,40,46,1
88,38002859,367,1,1,0,1,0,1,21,22,1
89,38223194,1355,1,1,0,1,0,1,72,104,1
90,38730407,884,1,1,1,1,1,1,15,0,1
91,38972677,3110,1,1,1,1,1,1,28,28,1
92,39721490,945,1,1,1,1,0,1,36,79,1
93,39748948,3270,1,1,1,1,1,1,30,5,1
94,41780152,727,1,1,0,1,1,1,8,0,1
95,41785738,327,1,1,1,1,0,1,81,0,1
96,42676920,3232,1,1,1,1,1,0,22,733,1
97,42754744,3130,1,1,1,1,1,1,54,807,1
98,43069058,717,1,1,1,1,1,1,38,1302,1
99,43870029,509,1,1,1,1,0,0,106,0,1
100,43964510,3213,1,1,1,1,1,1,6,50,1
101,44042861,2915,1,1,1,1,1,1,15,0,1
102,44335261,1026,1,1,0,1,1,1,21,31,1
103,44451302,2030,1,1,1,1,0,1,17,0,1
104,45100798,3126,1,1,1,1,0,1,33,29,1
105,45307775,3189,1,1,0,1,0,1,26,135,1
106,45529357,3161,1,1,1,1,0,1,23,35,1
107,45778279,3125,1,1,0,1,0,0,12,0,1
108,46137662,3078,1,1,1,1,1,1,8,3,1
109,46334699,3133,1,1,1,1,1,1,28,16,1
110,47612213,158,1,1,0,1,0,0,94,0,1
111,48034707,3194,1,1,1,1,1,1,38,76,1
112,48182327,1590,1,1,0,1,0,0,70,113,1
113,48652450,1165,1,1,1,1,1,0,82,0,1
114,48989220,3215,1,1,1,1,1,1,30,62,1
115,49044510,280,1,1,0,1,0,1,10,29,1
116,49319803,3080,1,1,1,1,1,1,27,77,1
117,49341424,605,1,1,1,1,0,1,37,0,1
118,49934607,798,1,1,1,1,0,0,83,1164,1
119,49977491,1177,1,1,1,1,0,1,95,5753,1
120,50571065,2139,1,1,1,1,0,1,18,0,1
121,50585331,145,1,1,1,1,0,1,17,0,1
122,50589337,1041,1,1,0,1,1,1,40,3305,1
123,50598277,123,1,1,0,1,0,0,54,0,1
124,50619779,1596,1,1,1,1,1,1,69,2031,1
125,50972738,686,1,1,1,1,0,0,61,9,1
126,51005435,54,1,1,0,1,0,0,72,1369,1
127,51015996,551,1,1,1,1,0,1,100,0,1
128,51037293,3203,1,1,1,1,0,1,39,21,1
129,51150318,1539,1,1,1,1,1,1,34,493,1
130,51738765,1773,1,1,0,1,0,1,37,0,1
131,51780170,239,1,1,1,1,1,0,52,0,1
132,52157135,760,1,1,1,1,1,0,68,0,1
133,53025684,3120,1,1,0,1,1,1,49,783,1
134,53027768,2692,1,1,0,1,0,0,44,1420,1
135,53621838,2615,1,1,1,1,0,0,28,0,1
136,54556442,2035,1,1,1,1,1,1,46,16,1
137,54691030,698,1,1,0,1,0,1,32,25,1
138,54864334,2844,1,1,1,1,1,1,24,32,1
139,54867711,1240,1,1,1,1,1,1,30,21,1
140,54911584,246,1,1,0,1,0,0,36,13,1
141,55550359,509,1,1,1,1,0,1,18,0,1
142,55590832,1842,1,1,1,1,1,0,12,10,1
143,55819049,3207,1,1,0,1,1,1,30,180,1
144,56326516,3212,1,1,1,1,1,1,10,47,1
145,56345134,3151,1,1,1,1,1,1,9,23,1
146,56466070,3086,1,1,1,1,1,1,25,8,1
147,56662794,79,1,1,1,1,0,1,90,0,1
148,56706947,655,1,1,1,1,0,0,92,219,1
149,56966762,350,1,1,1,1,0,1,49,8,1
150,57365720,3201,1,1,1,1,1,1,44,0,1
151,57928664,3218,1,1,1,1,0,0,41,1015,1
152,59083826,532,1,1,1,1,0,1,34,180,1
153,59402800,443,1,1,1,1,0,1,55,0,1
154,60508255,3165,1,1,1,1,1,1,29,18,1
155,61198155,3048,1,1,1,1,0,1,15,0,1
156,61452320,126,1,1,1,1,1,1,15,0,1
157,61513445,561,1,1,0,1,0,0,67,0,1
158,61794519,72,1,1,1,1,1,1,72,0,1
159,62017536,230,1,1,1,1,0,0,44,251,1
160,62364690,3055,1,1,0,1,1,1,13,72,1
161,63517006,118,1,1,1,1,1,0,77,99,1
162,63822625,1127,1,1,1,1,1,1,17,0,1
163,64967572,3200,1,1,1,1,1,1,15,3,1
164,66092090,585,1,1,1,1,0,0,48,0,1
165,67002064,3160,1,1,0,1,0,1,58,17,1
166,67006908,3207,1,1,1,1,1,1,23,17,1
167,69654626,44,1,1,1,1,0,1,93,0,1
168,69843045,2250,1,1,1,0,0,1,55,6,1
169,69892452,310,1,1,1,1,0,1,36,73,1
170,70735118,3199,1,1,1,1,0,1,9,24,1
171,71295474,1964,1,1,1,1,1,0,33,2,1
172,71336448,678,1,1,0,1,0,1,45,0,1
173,71366031,636,1,1,1,1,0,1,65,29,1
174,71495570,2430,1,1,1,1,1,1,41,0,1
175,71522541,1311,1,1,1,1,1,0,55,0,1
176,71582266,1309,1,1,1,1,1,1,37,14,1
177,72149178,1498,1,1,1,1,1,0,24,0,1
178,72314987,412,1,1,1,1,0,0,102,0,1
179,72816504,2070,1,1,1,1,0,0,55,2958,1
180,72890647,3238,1,1,1,1,0,1,12,28,1
181,72967193,644,1,1,0,1,0,0,85,17,1
182,73627373,2443,1,1,1,1,0,1,61,0,1
183,73799359,262,1,1,1,1,1,0,36,0,1
184,74147053,1096,1,1,0,1,0,1,39,445,1
185,74156552,3052,1,1,1,1,1,1,18,75,1
186,74486653,1404,1,1,1,1,1,1,14,1248,1
187,74544145,2975,1,1,1,1,0,1,18,9,1
188,75270480,320,1,1,1,1,1,1,43,0,1
189,75320990,1868,1,1,0,1,1,1,63,0,1
190,75386921,295,1,1,1,1,0,1,83,0,1
191,75522479,3200,1,1,1,1,0,1,27,3,1
192,75777355,3207,1,1,1,1,1,1,27,0,1
193,76286424,3181,1,1,0,1,0,1,15,486,1
194,76982240,1627,1,1,1,1,0,1,17,11,1
195,77165019,1227,1,1,1,1,0,1,60,162,1
196,77243029,3219,1,1,1,1,1,1,30,84,1
197,77528520,3233,1,1,1,1,1,1,1,1,1
198,78116487,3191,1,1,1,1,1,1,33,786,1
199,78719596,192,1,1,0,1,0,1,53,0,1
200,80000814,3174,1,1,0,1,0,1,15,0,1
201,81056258,1581,1,1,1,1,0,1,47,119,1
202,81218261,63,1,1,1,1,0,0,100,510,1
203,81239268,2704,1,1,1,1,1,0,32,0,1
204,81352611,3148,1,1,0,1,0,1,12,0,1
205,81592426,3103,1,1,1,1,1,1,15,84,1
206,81680710,3176,1,1,1,1,1,1,24,72,1
207,81915249,3194,1,1,1,1,0,1,24,23,1
208,82068999,2162,1,1,0,1,1,1,28,35,1
209,82324675,2067,1,1,1,1,1,1,16,0,1
210,82837121,3142,1,1,1,1,1,1,27,29,1
211,83087554,1547,1,1,1,1,1,0,36,0,1
212,83236897,3195,1,1,1,1,1,1,37,47,1
213,83338869,1458,1,1,1,1,1,1,21,0,1
214,83581269,996,1,1,1,1,1,1,54,1515,1
215,84114885,2600,1,1,0,0,0,0,43,8226,1
216,84214494,1924,1,1,1,1,1,0,26,0,1
217,84426046,101,1,1,1,1,0,0,105,287,1
218,84561646,771,1,1,1,1,0,1,61,11,1
219,84596057,3206,1,1,1,1,1,1,17,32,1
220,85184915,3214,1,1,1,1,1,1,8,25,1
221,85305729,3173,1,1,1,1,1,1,45,1,1
222,85391583,3215,1,1,1,1,1,1,35,193,1
223,85637186,3119,1,1,1,1,0,1,63,0,1
224,85668015,553,1,1,1,1,0,0,73,0,1
225,85866409,3125,1,1,1,1,1,1,25,38,1
226,86036102,102,1,1,0,1,0,0,67,16,1
227,86353404,854,1,1,1,1,1,0,58,0,1
228,86525417,324,1,1,0,1,1,0,86,32,1
229,86561552,1653,1,1,0,1,1,0,47,34,1
230,86612717,285,1,1,0,1,0,1,111,0,1
231,86741673,3143,1,1,1,1,1,0,28,13,1
232,86981924,335,1,1,1,1,0,0,76,0,1
233,87654715,314,1,1,1,1,1,0,68,0,1
234,88528666,325,1,1,1,1,1,0,57,0,1
235,89237976,649,1,1,1,1,0,0,35,1,1
236,89734891,622,1,1,1,1,0,0,67,77,1
237,91303893,421,1,1,1,1,1,0,5,0,1
238,92225723,1198,1,1,1,1,1,1,15,6,1
239,92403540,1659,1,1,0,1,1,1,1,0,1
240,93259719,3188,1,1,1,1,0,1,23,37,1
241,93648877,294,1,1,1,1,1,0,62,12,1
242,94841494,293,1,1,1,1,0,0,35,0,1
243,95008519,506,1,1,1,1,1,1,10,4,1
244,95243555,3221,1,1,1,1,1,1,20,79,1
245,95452901,1125,1,1,1,1,1,1,64,44,1
246,96338067,361,1,1,1,1,0,1,80,2,1
247,96586973,1181,1,1,1,1,0,0,54,240,1
248,98481107,355,1,1,1,1,0,0,29,0,1
249,98913291,24,1,1,1,1,0,0,51,3565,1
250,100459808,154,1,1,1,1,1,0,105,3473,1
251,100996879,644,1,1,0,1,0,1,57,92,1
252,101503282,2250,1,1,1,1,0,1,43,862,1
253,102422355,65,1,1,1,1,0,0,81,0,1
254,102760709,3207,1,1,1,1,0,1,39,0,1
255,103055195,76,1,1,0,1,0,0,66,0,1
256,103304208,490,1,1,1,1,0,0,85,0,1
257,104235671,2341,1,1,1,1,0,0,69,0,1
258,104566770,3150,1,1,0,1,1,1,6,16,1
259,104754590,812,1,1,1,0,0,1,58,11,1
260,104770020,759,1,1,1,1,1,1,57,0,1
261,104775098,1060,1,1,0,1,0,0,66,1502,1
262,104818930,379,1,1,1,1,0,0,62,3,1
263,104897833,3193,1,1,1,1,0,1,22,43,1
264,105128951,117,1,1,1,1,0,1,53,0,1
265,105429377,3241,1,1,0,1,0,1,15,46,1
266,105496654,1866,1,1,1,1,1,0,51,18,1
267,106456147,489,1,1,1,1,1,1,56,34,1
268,107216254,359,1,1,1,1,1,0,15,0,1
269,107421428,2267,1,1,1,1,0,1,12,887,1
270,107990833,3187,1,1,0,1,0,1,41,284,1
271,108148833,3124,1,1,1,1,0,1,16,0,1
272,108557681,2758,1,1,1,1,1,1,7,28,1
273,109079114,3219,1,1,1,1,0,1,25,121,1
274,110273768,3240,1,1,1,1,1,1,15,50,1
275,110439086,2599,1,1,1,1,0,1,76,246,1
276,110942781,157,1,1,1,1,1,1,22,5,1
277,111354131,2639,1,1,1,1,0,1,52,3,1
278,111924058,3189,1,1,0,1,1,1,14,68,1
279,112745297,3157,1,1,1,1,0,1,2,0,1
280,113487244,3173,1,1,1,1,1,0,29,3611,1
281,113746083,2987,1,1,0,1,1,1,25,80,1
282,114467204,588,1,1,1,1,1,0,88,0,1
283,114541436,351,1,1,1,1,1,0,74,0,1
284,115340992,693,1,1,0,1,0,1,137,0,1
285,115349856,440,1,1,1,1,0,1,29,0,1
286,115955798,3220,1,1,1,1,1,1,24,59,1
287,116190007,3160,1,1,0,1,1,1,52,7,1
288,116538160,530,1,1,1,1,0,0,68,37,1
289,117463248,879,1,1,1,1,0,1,44,107,1
290,117708359,3127,1,1,1,1,0,1,14,23,1
291,117755159,3188,1,1,1,1,0,1,17,42,1
292,118024286,1631,1,1,0,1,0,0,41,0,1
293,118339229,3123,1,1,1,1,0,1,50,82,1
294,118898139,3138,1,1,1,1,1,1,15,113,1
295,119065059,476,1,1,1,1,1,1,21,83,1
296,123582130,60,1,1,0,1,0,0,41,0,1
297,123912727,532,1,1,1,1,1,0,60,0,1
298,124439362,213,1,1,0,1,0,1,34,0,1
299,124578978,3147,1,1,1,1,0,1,29,79,1
300,125088832,769,1,1,1,1,0,1,76,2,1
301,126727689,3172,1,1,0,1,1,1,52,3,1
302,126737626,610,1,1,1,1,0,1,88,60,1
303,128587032,1534,1,1,1,1,0,1,59,1826,1
304,129214047,3228,1,1,1,1,1,1,5,3,1
305,129586152,111,1,1,1,1,1,1,4,0,1
306,130766020,1594,1,1,0,1,1,1,22,0,1
307,131435310,871,1,1,1,1,1,1,43,43,1
308,132104173,3113,1,1,1,1,1,1,20,299,1
309,132128902,198,1,1,0,1,0,1,72,338,1
310,132182052,94,1,1,1,1,0,1,119,0,1
311,132621562,99,1,1,1,1,0,0,83,326,1
312,132888488,1309,1,1,0,1,1,0,50,0,1
313,132983450,288,1,1,1,1,0,0,88,0,1
314,133447001,832,1,1,1,1,1,1,11,49,1
315,134526134,3168,1,1,1,1,0,1,25,3,1
316,134803800,1247,1,1,1,1,0,1,25,80,1
317,135111235,632,1,1,1,1,0,1,62,0,1
318,135248338,409,1,1,1,1,0,0,70,0,1
319,135441917,3162,1,1,1,1,1,1,16,176,1
320,135525784,3090,1,1,1,1,1,1,8,0,1
321,135894129,3216,1,1,1,1,0,0,81,99,1
322,136622745,1468,1,1,1,1,0,1,57,62,1
323,136692380,2194,1,1,1,1,1,1,25,0,1
324,137390297,247,1,1,0,1,0,0,95,2187,1
325,138322603,253,1,1,1,1,0,0,82,19,1
326,138438793,3046,1,1,1,1,1,0,58,29,1
327,138529938,619,1,1,1,1,0,1,69,4362,1
328,138867555,2983,1,1,1,1,1,1,60,30,1
329,140030010,3182,1,1,1,1,1,1,3,9,1
330,140191830,237,1,1,1,1,0,0,43,0,1
331,140410819,682,1,1,0,1,1,1,63,2111,1
332,141669233,3101,1,1,1,1,0,1,25,27,1
333,142238323,500,1,1,1,1,1,1,35,5,1
334,142335653,3200,1,1,1,1,0,1,31,87,1
335,143990497,135,1,1,1,1,0,0,30,0,1
336,144207876,1290,1,1,1,1,1,1,43,279,1
337,144305807,3003,1,1,1,1,0,1,43,44,1
338,145748083,1180,1,1,1,1,1,0,40,0,1
339,146093361,3111,1,1,0,1,0,1,23,0,1
340,148536610,1079,1,1,1,1,1,1,21,0,1
341,149278846,117,1,1,1,1,0,0,86,1,1
342,150026364,1383,1,1,1,1,0,1,27,0,1
343,150307637,787,1,1,1,1,0,0,53,105,1
344,150983977,3215,1,1,1,1,1,0,20,3,1
345,151590831,3149,1,1,0,1,0,1,21,115,1
346,151602547,1529,1,1,1,1,0,1,49,0,1
347,151832482,3114,1,1,1,1,0,0,42,0,1
348,153094652,3176,1,1,0,1,0,1,43,0,1
349,153324815,3224,1,1,1,1,1,1,13,37,1
350,154267358,1453,1,1,1,1,0,0,57,3859,1
351,154624409,263,1,1,1,1,1,0,27,0,1
352,155845161,3165,1,1,1,1,1,0,38,0,1
353,157290467,2006,1,1,1,1,0,0,46,25,1
354,158859711,1370,1,1,1,1,1,0,92,0,1
355,159923003,3119,1,1,1,1,0,1,33,0,1
356,159931202,486,1,1,1,1,0,0,71,0,1
357,160466484,3231,1,1,1,1,0,1,17,46,1
358,160883386,113,1,1,1,1,0,0,18,0,1
359,161612145,3192,1,1,1,1,0,1,15,654,1
360,161845690,3218,1,1,1,1,1,1,19,5,1
361,163025432,482,1,1,1,1,0,1,14,9,1
362,163354973,852,1,1,1,1,1,0,69,2760,1
363,163425928,676,1,1,1,1,0,0,73,0,1
364,163932767,3177,1,1,0,1,1,1,63,114,1
365,164074870,1462,1,1,0,1,0,0,58,1,1
366,165042220,750,1,1,1,1,0,0,36,3,1
367,165751518,3208,1,1,1,1,1,1,18,1,1
368,166094049,1582,1,1,1,1,1,1,24,0,1
369,168422352,573,1,1,0,1,0,0,45,1,1
370,168761446,2917,1,1,1,1,0,1,45,110,1
371,170352080,3025,1,1,1,1,0,1,27,17,1
372,170384943,3187,1,1,1,1,0,1,17,67,1
373,170642321,2567,1,1,0,1,0,0,18,0,1
374,170649757,9,1,1,1,1,0,0,71,0,1
375,170745775,154,1,1,1,1,0,0,54,0,1
376,171422343,860,1,1,0,1,0,1,73,0,1
377,173006814,705,1,1,1,1,0,0,30,0,1
378,173164569,3126,1,1,0,1,1,1,21,86,1
379,173662542,3237,1,1,1,1,0,1,23,28,1
380,173788566,259,1,1,1,1,0,0,35,0,1
381,174747861,3220,1,1,1,1,0,1,25,398,1
382,174762418,2468,1,1,0,1,0,0,18,0,1
383,176362396,1522,1,1,1,1,0,0,42,1897,1
384,178507135,3234,1,1,1,1,0,1,15,47,1
385,181191549,278,1,1,1,1,0,1,42,360,1
386,181477746,3009,1,1,1,1,1,1,26,66,1
387,182342223,1173,1,1,0,1,1,1,29,27,1
388,183148817,3215,1,1,1,1,1,1,33,199,1
389,183149280,139,1,1,0,1,0,0,49,152,1
390,183201799,3128,1,1,1,1,0,1,30,45,1
391,183559621,3187,1,1,1,1,1,1,19,0,1
392,184102704,665,1,1,0,1,0,0,68,0,1
393,184812764,3217,1,1,1,1,0,1,51,124,1
394,185390609,1817,1,1,0,1,1,1,6,0,1
395,187185454,3041,1,1,1,1,1,1,28,3,1
396,187491410,920,1,1,1,1,1,0,42,2,1
397,189179659,3095,1,1,0,1,1,1,19,0,1
398,189263728,184,1,1,1,1,1,1,81,6,1
399,190225727,118,1,1,1,1,0,0,56,0,1
400,190569663,2629,1,1,1,1,1,1,69,0,1
401,190591610,3167,1,1,1,1,0,1,46,0,1
402,191391803,1517,1,1,0,1,0,1,72,2,1
403,191781461,356,1,1,0,1,0,0,48,0,1
404,193657123,3226,1,1,1,1,1,1,62,0,1
405,193786482,464,1,1,1,1,1,1,52,2435,1
406,194232740,447,1,1,1,1,0,1,84,14,1
407,194896850,1357,1,1,1,1,1,1,12,6,1
408,195322597,176,1,1,1,1,0,1,73,14,1
409,195413637,600,1,1,1,1,1,0,49,0,1
410,196514953,3158,1,1,1,1,1,1,3,286,1
411,196852073,725,1,1,1,1,1,1,66,1,1
412,197027748,101,1,1,1,1,1,1,39,0,1
413,197336556,274,1,1,0,1,0,0,79,0,1
414,197347453,3245,1,1,0,1,0,1,43,526,1
415,198136015,559,1,1,1,1,0,1,18,0,1
416,198196003,164,1,1,1,1,0,0,118,0,1
417,198418075,3178,1,1,0,1,0,0,33,13,1
418,198678682,3121,1,1,0,1,1,1,20,2222,1
419,199147059,23,1,1,1,1,0,0,48,0,1
420,199597851,2851,1,1,1,1,1,1,74,0,1
421,200293129,3188,1,1,0,1,0,1,34,1131,1
422,200482073,313,1,1,0,1,0,0,64,78,1
423,201012406,3076,1,1,1,1,0,1,55,65,1
424,202244649,593,1,1,1,1,0,0,63,1046,1
425,202555952,3201,1,1,1,1,1,1,15,54,1
426,203107523,1758,1,1,1,1,1,1,11,0,1
427,204299339,1086,1,1,1,1,0,0,43,95,1
428,204480603,754,1,1,1,1,0,1,42,1,1
429,206615715,3173,1,1,1,1,1,1,14,43,1
430,209128079,840,1,1,1,1,1,1,40,111,1
431,209559462,351,1,1,1,1,1,0,146,0,1
432,209733883,3162,1,1,1,1,0,1,40,109,1
433,210459173,3058,1,1,1,1,0,1,23,110,1
434,210483287,586,1,1,1,1,1,1,26,15,1
435,210514893,1204,1,1,1,1,0,0,68,1623,1
436,211487690,635,1,1,1,1,0,1,46,657,1
437,211904475,2910,1,1,1,1,0,1,15,51,1
438,212175167,3029,1,1,1,1,0,1,29,31,1
439,212292079,182,1,1,1,1,1,0,149,0,1
440,212724606,286,1,1,1,1,0,1,26,0,1
441,212953427,420,1,1,1,1,1,1,56,5,1
442,213061611,1783,1,1,0,1,0,1,93,22,1
443,215216086,1155,1,1,1,1,1,1,10,32,1
444,216361529,1249,1,1,1,1,1,0,37,0,1
445,216790973,637,1,1,1,1,1,1,20,0,1
446,217350735,214,1,1,1,1,0,1,51,59,1
447,218071279,274,1,1,1,1,0,1,35,1,1
448,218092490,865,1,1,1,1,0,0,34,0,1
449,219346690,3143,1,1,1,1,1,1,56,792,1
450,219617010,444,1,1,1,1,1,0,51,0,1
451,221173559,1503,1,1,0,1,1,1,16,62,1
452,221690177,2500,1,1,1,1,1,1,21,0,1
453,221742699,168,1,1,0,1,1,0,61,0,1
454,223533298,975,1,1,1,1,0,0,66,34,1
455,223840972,620,1,1,0,1,0,1,19,279,1
456,225045616,500,1,1,1,1,1,0,25,0,1
457,225323618,3205,1,1,1,1,0,1,9,0,1
458,226197498,2882,1,1,1,1,0,1,34,62,1
459,226964193,3180,1,1,1,1,1,1,23,2,1
460,227817668,26,1,1,0,1,0,0,133,0,1
461,228056042,3073,1,1,1,1,1,1,26,10,1
462,228306355,945,1,1,1,1,0,1,70,0,1
463,228708687,1450,1,1,1,1,1,0,46,0,1
464,229298733,2292,1,1,1,1,1,1,10,48,1
465,229758375,2035,1,1,1,1,0,1,89,9,1
466,231058132,276,1,1,1,1,0,0,79,0,1
467,231377654,3108,1,1,1,1,0,1,9,814,1
468,232560751,3169,1,1,0,1,0,1,18,315,1
469,233245609,1611,1,1,1,1,0,0,42,54,1
470,233287464,3205,1,1,1,1,0,0,52,15,1
471,234715592,863,1,1,1,1,0,0,43,0,1
472,235303172,672,1,1,0,1,1,0,64,5590,1
473,237747438,2968,1,1,1,1,0,0,59,227,1
474,238107344,1471,1,1,0,1,1,1,33,0,1
475,240346934,3045,1,1,1,1,0,1,33,1,1
476,242064566,49,1,1,0,1,0,1,42,9,1
477,242123621,360,1,1,0,1,0,0,42,0,1
478,242301103,3127,1,1,1,1,1,1,20,0,1
479,242319331,52,1,1,1,1,0,0,135,0,1
480,242341704,3177,1,1,1,1,0,1,14,706,1
481,243891976,1647,1,1,1,1,0,1,32,599,1
482,244625605,1203,1,1,1,1,0,0,65,68,1
483,245306807,2154,1,1,0,1,0,1,49,86,1
484,245430145,519,1,1,1,1,1,0,35,76,1
485,245953131,1373,1,1,1,1,0,0,80,1447,1
486,245970658,3154,1,1,1,1,0,1,22,13,1
487,246208736,3201,1,1,1,1,1,1,51,0,1
488,246886628,1073,1,1,1,1,0,0,35,273,1
489,249122012,436,1,1,1,1,0,0,89,0,1
490,249692862,103,1,1,1,1,0,0,167,0,1
491,250171190,2041,1,1,1,1,1,1,28,455,1
492,250842076,631,1,1,1,1,0,1,55,142,1
493,250851165,3171,1,1,0,1,1,1,34,0,1
494,251313896,1560,1,1,1,1,1,1,75,0,1
495,251500925,506,1,1,1,1,0,0,17,0,1
496,252516822,1819,1,1,1,1,1,1,21,45,1
497,252686122,1575,1,1,0,1,1,1,102,6,1
498,253281330,765,1,1,1,1,0,0,77,0,1
499,254558097,1338,1,1,1,1,0,0,62,7,1
500,255656786,2366,1,1,1,1,1,1,16,1053,1
501,256598881,735,1,1,1,1,0,1,44,318,1
502,256689270,206,1,1,1,1,0,0,66,0,1
503,257399906,1399,1,1,1,1,1,0,28,1485,1
504,258762800,428,1,1,0,1,0,0,78,7585,1
505,259160079,2027,1,1,0,1,0,0,62,0,1
506,259428725,1169,1,1,1,1,0,1,95,341,1
507,259773527,2665,1,1,1,1,0,0,49,66,1
508,259894552,1311,1,1,1,1,0,0,50,0,1
509,259934562,1139,1,1,1,1,0,1,70,1527,1
510,260636096,3127,1,1,1,1,0,1,54,111,1
511,260693820,3146,1,1,1,1,1,0,69,196,1
512,261223538,3168,1,1,1,1,0,1,26,64,1
513,262100774,3226,1,1,1,1,0,1,47,177,1
514,262165317,188,1,1,0,1,0,0,24,0,1
515,262199092,2938,1,1,1,1,1,0,49,0,1
516,262235136,917,1,1,1,1,0,1,54,41,1
517,262328083,966,1,1,1,1,0,1,81,0,1
518,262898875,2832,1,1,0,1,1,1,26,25,1
519,263278290,944,1,1,1,1,0,1,71,2,1
